first_name|gender|origin
reema|f|
reena|f|
reham|f|
rehana|f|
rehemat|f|
reja|f|
reshma|f|
reyah|f|
reyhana|f|
rida|f|
rifaat|f|
rifat|f|
rifaya|f|
riffat|f|
rihab|f|
riham|f|
rihana|f|
rija|f|
rijja|f|
rim|f|
rima|f|
rimsha|f|
rinaaz|f|
rizqin|f|
rizwana|f|
robina|f|
roha|f|
rohaan|f|
roma|f|
romana|f|
romeesa|f|
rona|f|
roshini|f|
roshni|f|
roushana|f|
rua|f|
ruaa|f|
rubaa|f|
rubaba|f|
rubadah|f|
rubi|f|
rubina|f|
rubiya|f|
rudainah|f|
rudaynah|f|
rufaidah|f|
rufaydah|f|
ruhab|f|
ruhee|f|
ruhi|f|
ruhina|f|
rukan|f|
rukayat|f|
rukhsaar|f|
rukhsana|f|
rukhsar|f|
ruksana|f|
ruksha|f|
rumailah|f|
rumaisa|f|
rumaithah|f|
rumana|f|
rumaylah|f|
rumaythah|f|
rumeha|f|
ruqaya|f|
ruqayya|f|
ruqayyah|f|
ruquaiya|f|
rushd|f|
rushda|f|
ruwaidah|f|
ruwaydah|f|
ruyah|f|
saabira|f|
saadia|f|
saadiya|f|
saaedah|f|
saaleha|f|
saaliha|f|
saamiya|f|
saara|f|
saarah|f|
saba|f|
sabaa|f|
sabah|f|
sabahat|f|
sabburah|f|
sabeegah|f|
sabeen|f|
sabeeyah|f|
sabiha|f|
sabihah|f|
sabina|f|
sabiqah|f|
sabirah|f|
sabr|f|
sabreen|f|
sabrin|f|
sabriyah|f|
sabuhi|f|
sadad|f|
sadaf|f|
sadah|f|
sadia|f|
sadiah|f|
sadiqa|f|
sadiqah|f|
sadiyah|f|
sadoof|f|
saeedah|f|
safa|f|
safaa|f|
safeerah|f|
saffanah|f|
saffiya|f|
safia|f|
safiya|f|
safiyya|f|
safiyyah|f|
safoorah|f|
safun|f|
safwah|f|
safwana|f|
sageda|f|
sagheerah|f|
sahar|f|
saharish|f|
sahibah|f|
sahirah|f|
sahla|f|
sahlah|f|
sahrish|f|
saibah|f|
saida|f|
saidah|f|
saihah|f|
saila|f|
saima|f|
saimah|f|
saiqa|f|
saira|f|
sairah|f|
sairish|f|
saja|f|
sajidah|f|
sakeena|f|
sakeenah|f|
sakina|f|
sakinah|f|
saleema|f|
saleemah|f|
saleena|f|
salifah|f|
salihah|f|
salikah|f|
salimah|f|
salma|f|
salmaa|f|
salsabeel|f|
salsabil|f|
salwa|f|
samaa|f|
samaah|f|
samah|f|
samaira|f|
samar|f|
samara|f|
samarah|f|
samawah|f|
sameea|f|
sameeha|f|
sameen|f|
sameena|f|
sameenah|f|
