first_name|gender|origin|definition
Deebassee|f||
Gonnahree|f||
Duckquay|f||
Mosah|m||
Oddah|m||
Ahpan|m||
Ahshean|m||
Teembo|m||
Ahcheah|m||
Beesong|m||
Ahkong|m||
Tah|m||
Beesong|m||
Tabbay|m||
Ahwallay|m||
Allam|m||
Ahkonwah|m||
Ahboh|m||
Entah|m||
Ahkennem|m||
Ahpen|m||
Moh|m||
Oddah|m||
Emkoum|m||
Ahpan|m||
Ahpan|m||
Awocoo|m||
Maddahqua|m||
Ewanyah|m||
Okoroo|m||
Ennquah|m||
Emoh|m||
Taybay|m||
Abinyea|m||
Esomanquah|m||
Ahfueam|m||
Emquah|m||
Guah|m||
Guah|m||
Aquah|m||
Elumpah|m||
Embayyah|m||
Aquay|m||
Wambelah|m||
Boo|m||
Sugnam|m||
Dengo|m||
Yammah|m||
Yong|m||
Abba|m||
Kobboh|m||
Wattom|m||
Anang|m||
Anong|m||
Wannaykow|m||
Defong|m||
ChowayLabbah|m||
Palloo|m||
Bahyondo|m||
Bahyondo|m||
Akombee|m||
Bahlondo|m||
Deakkah|m||
Mollondo|m||
Mulloo|m||
Ahjuah|m||
Moge|m||
Annang|m||
Bahrondo|m||
Oroh|m||
Oboh|m||
Abagg|m||
Abong|m||
Abong|m||
Egang|m||
Mokey|m||
Abang|m||
Engang|m||
Ahkombee|m||
Mahkoko|m||
Besong|m||
Obey|m||
Annong|m||
Enkellay|m||
Beesong|m||
Dupay|m||
Anchee|m||
Hayfin|m||
Ackan|m||
Ambonno|m||
Ottoo|m||
Ommo|m||
Bassee|m||
Infiam|m||
Ogboo|m||
Ikakey|m||
Inchibre|m||
Ickhon|m||
Obennah|m||
Taffah|m||
Abashee|m||
Ingyah|m||
Cabassee|m||
Oglah|m||
Tarcan|m||
Agboo|m||
Joggo|m||
Oglanguay|m||
Enno|m||
Ebbah|m||
Orong|m||
Addedee|m||
Bojoakombo|m||
Etabbah|m||
Mussembah|m||
Egboo|m||
Coffiocho|m||
Agboh|m||
Wooroh|m||
Omoquo|m||
Yamsea|m||
Indefoh|m||
Ockoo|m||
Aggedee|m||
Pandoh|m||
Hencha|m||
Tagbah|m||
Wango|m||
Ocro|m||
Bahrondo|m||
Owoqua|m||
Aboo|m||
Orahtay|m||
Atam|m||
Akommah|m||
Akahtay|m||
Nanggoh|m||
Kahwong|m||
Apamoah|m||
Gatay|m||
Obassee|m||
Nahbankey|m||
Mahpeah|m||
Ahbassee|m||
Fongah|m||
Etah|m||
Zookey|m||
Ingally|m||
Isercally|m||
Bahtahtoo|m||
Beechay|m||
Ongolar|m||
Inyang|m||
Oroo|m||
Ollam|m||
Mango|m||
Feaum|m||
Owoosammah|m||
Bahteam|m||
Molondo|m||
Imberrykem|m||
Wicurse|m||
Sembah|m||
Mahgettee|m||
Alango|m||
Feanm|m||
Ymbah|f||
Famquory|f||
Equa|f||
Innequa|f||
Woocha|f||
Wogboh|f||
Oleeako|f||
Ahquah|f||
Ahseeboh|f||
Abohchoh|f||
Ahkobah|f||
Addah|f||
Ejohmoh|f||
Ahbay|f||
Emah|f||
Aboo|f||
Ogo|f||
Endept|f||
Akong|f||
Morefore|f||
Ahwassee|f||
Ono|f||
Achewah|f||
Mattam|f||
Ahjah|f||
Attam|f||
Olah|f||
Bonnay|f||
Kahchay|f||
Etong|f||
Narqua|f||
Ahoo|f||
Omboh|f||
Ahjokah|f||
Whyjuko|f||
Ehoo|f||
Challahbah|f||
Menyea|f||
Emaysorrah|f||
Bovee|f||
Bovee|f||
Worquah|f||
Ahtangah|f||
Ejelleyme|f||
Jibbahloo|f||
Kannem|f||
Enquamoh|f||
Onuzallah|f||
Gah|f||
Ahlohmo|f||
Whybagmah|f||
Ahsengah|f||
Ahhebor|f||
Bahtoo|f||
Ojoe|f||
Bohkay|f||
Okoh|f||
Ahmembe|f||
Lolloh|f||
Logo|f||
Esegpay|f||
Imberrerkem|f||
Ehoo|f||
Adonnay|f||
Borkay|f||
Ahgom|f||
Inguoh|f||
Omoh|f||
Kozannah|f||
Okoddoo|f||
Ejarray|f||
Egee|f||
Nearpay|f||
Ahpannah|f||
Awonnay|f||
Equammah|f||
Kambay|f||
Lolloh|f||
Chobahday|m||
Ammoko|m||
Ahgoobee|m||
Loobahjoe|m||
Lommobo|m||
Achaw|m||
Kochoro|m||
Bordeau|m||
Odochinnah|m||
Ahkinno|m||
Choboloo|m||
Ahtoko|m||
Onahyo|m||
Dacha|m||
Orlomah|m||
Ojumah|m||
Ochaw|m||
Chumayloo|m||
Kambouse|m||
Odomfah|m||
Deeforah|m||
Kommahpye|m||
Loobahbee|m||
Ogoh|m||
Ahninko|m||
Ahsahloo|m||
Ojoe|m||
Edeemah|m||
Oloonough|m||
Ojoe|m||
Fahchay|m||
Toomonney|m||
Adoo|m||
Ogobee|m||
Sahpayray|m||
Arrahmahday|m||
Moloo|m||
Loowhy|m||
Obahchar|m||
Orrokahday|m||
Challomallo|m||
Chudollo|m||
Mahgalle|m||
Chahbee|m||
Looktye|m||
Lookkoy|m||
Daybarree|m||
Olojai|m||
Chokayloo|m||
Odogaykay|m||
Leechi|m||
Tyeho|m||
Ogo|m||
Ochaw|m||
Osahgee|m||
Ollorogohto|m||
Choquay|m||
Loogbahloo|m||
Dellay|m||
Konee|m||
Mollahsiah|m||
Inchoray|m||
Ochodoh|m||
Daywallah|m||
Kanggah|m||
Ochaw|m||
Ewarree|m||
Hyenah|m||
Doddah|m||
Efullay|m||
Chomahlay|m||
Equochah|m||
Ochaw|m||
Kommahbashee|m||
Chokayloo|m||
Fallahko|m||
Eyeame|m||
Intelloh|m||
Yeabullo|m||
Ochogul|m||
Parro|m||
Oloo|m||
Agaybee|m||
Ahdayroo|m||
Ocholoo|m||
Bebelarree|m||
Edahbee|m||
Oloo|m||
Hyenah|m||
Ommaykaylo|m||
Guarree|m||
Daytah|m||
Adoon|m||
Abulloh|m||
Iyeame|m||
Koallee|m||
Ahkimbohday|m||
Ahcholah|m||
Ahdaybee|m||
Chokayloo|m||
Omochoko|m||
Kommahgye|m||
Adiggah|m||
Soahboo|m||
Daykallee|m||
Abbedokong|m||
Ojoe|m||
Ekoko|m||
Kuvahdaggee|m||
Fahchobah|m||
Ohgejosee|m||
Okahday|m||
Loochepay|m||
Choddequay|m||
Kootee|m||
Ochaw|m||
Ojoe|m||
Ahdaybee|m||
Largee|m||
Ochaw|m||
Myboo|m||
Ojai|m||
Mellegbah|m||
Olooboh|m||
Ahmanyah|m||
Kahmeyour|m||
Lallemay|m||
Olommoko|m||
Kommayeaboo|m||
Darrayko|m||
Morekee|m||
Ogoro|m||
Deepay|m||
Soddaykai|m||
Odokaykai|m||
Ahkilloh|m||
Mahkuirre|m||
Ochaw|m||
Tachtue|m||
Ahdangai|m||
Chachanno|m||
Bollo|m||
Allegbay|m||
Chollahday|m||
Toohbahko|m||
Moseher|m||
Chollahday|m||
Bomgulay|m||
Guboonah|m||
Odaychinnah|m||
Ochaw|m||
Lanlooway|m||
Osoo|m||
Filleyjoh|m||
Lojah|m||
Allahday|m||
Tyewoe|m||
Warra|m||
Scharbambee|m||
Iargoo|m||
Adoo|m||
Morebadder|m||
Komarroo|m||
Ahgiggah|m||
Ochaw|m||
Leebellay|m||
Lay chillay|m||
Ochaw|m||
Cholloway|m||
Ochojuyoh|m||
Degboo|m||
Bahko|m||
Chahchah|m||
Chomohloo|m||
Ahjai|m||
Achaw|m||
Mahbellay|m||
Efoquay|m||
Odaybee|m||
Lochokoo|m||
Joso|m||
Ogobee|m||
Ollobattay|m||
Iahgo|m||
Olloko|m||
Chogahday|m||
Maluggo|m||
Ahsah|m||
Ahdemlay|m||
Kooshomo|m||
Agolyeroo|m||
Dayfahko|m||
Koko|m||
Ahgomgoh|m||
Ahwogoh|m||
Ochaw|m||
Ahjibbony|m||
Ahganno|m||
Dallah|m||
Dofosee|m||
Omfohgoh|m||
Mahmah|m||
Oloalee|m||
Agonnayme|m||
Allahday|m||
Odootochay|m||
Ahjibbolah|m||
Ahgodday|m||
Daykollo|m||
Ahkillahday|m||
Oshogbahbee|m||
Fallahlat|m||
Ompammaylo|m||
Mulloo|m||
Kollahwollo|m||
Lahchillo|m||
Famlollah|m||
Ielay|m||
Owojokay|m||
Lookoo|m||
Drequay|m||
Moolo|m||
Abahfinkay|m||
Ogobee|m||
Ochardallay|m||
Lallahyea|m||
Oni|m||
Koddaysee|m||
Chakayloo|m||
Ochaw|m||
Marrome|m||
Ochobah|m||
Oloomaygee|m||
Highlee|m||
Ahbeeodoo|m||
Cholay|m||
Ahkonnome|m||
Omarro|m||
Marmah|m||
Chumayloco|m||
Ahbyeomee|m||
Ochuckah|m||
Chojolo|m||
Mahsear|m||
Ojoe|m||
Kotolley|m||
Ahdaycholoo|m||
Oyeapullo|m||
Ochaw|m||
Daybo|m||
Hojye|m||
Fahsonnahday|m||
Mohehollah|m||
Ahqueoday|m||
Jobbo|m||
Ahkeyfanivah|m||
Beepallue|m||
Edovoo|m||
Mokommahday|m||
Mosay|m||
OWojoe|m||
Warree|m||
Addekallah|m||
Hyenah|m||
Choleage|m||
Eggai|m||
Yahnoo|m||
Obowwisday|m||
Ebahfay|m||
Daddah|m||
Okannayday|m||
Beechay|m||
Ojoe|m||
Anetah|m||
Bahfemah|m||
Ahjai|m||
Ochaw|m||
Ahkealloo|m||
Dosommo|m||
Dayloung|m||
Dowo|m||
Adoo|m||
Mohcholo|m||
Googonah|m||
Amochah|m||
Ahdaybee|m||
Daddah|m||
Marmah|m||
Bohso|m||
Ochaw|m||
Ahboo|m||
Ahjai|m||
Ahkombaylay|m||
Oyea|m||
Aheeome|m||
Okollogo|m||
Edow|m||
Adoo|m||
Lanleggay|m||
Ojoe|m||
Ochaw|m||
Bankolay|m||
Ahboh|m||
Oloh|m||
Allahday|m||
Chaygayloo|m||
Ahgorro|m||
Iohgo|m||
Akai|m||
Ahveejah|m||
Faljaybo|m||
Fahgondo|m||
Jeeboso|m||
Ollojogo|m||
Acholah|m||
Ochaw|m||
Ammodee|m||
Ahjai|m||
Fahskinnah|m||
Ogah|m||
Ahdeeo|m||
Omochah|m||
Jahgo|m||
Chodeequah|m||
Moquannah|m||
Chomaybo|m||
Agottong|m||
Ogooshe|m||
Ochardarree|m||
Ochaw|m||
Daygottor|m||
Wartussee|m||
Guarree|m||
Igoloo|m||
Loddojah|m||
Yahko|m||
Leagah|m||
Efohkombee|m||
Ochaw|m||
Eye|f||
Dayome|f||
Awosay|f||
Ahlabbah|f||
Daykomme|f||
Elayko|f||
Fotaykay|f||
Ahdaygola|f||
Kohye|f||
Payjigbay|f||
Ahdayjie|f||
Agollahlah|f||
Ahputto|f||
Iyeapayjne|f||
Hyenah|f||
Farkam|f||
Farsinkay|f||
Ahimkay|f||
Mybigjai|f||
Orrochahtoqua|f||
Bochahkallay|f||
Aboyourye|f||
Ahdaygo|f||
Malleyea|f||
Ahsoonkai|f||
Nannah|f||
Hyenah|f||
Ahkiddoh|f||
Edow|f||
Ahdecobee|f||
Fallahkai|f||
Otaylukkah|f||
Bimbayloo|f||
Ahanday|f||
Joloo|f||
Tahjobee|f||
Mannems|f||
Apro|f||
Changgollah|f||
Keelambee|f||
Hyenah|f||
Bambolah|f||
Arrekolah|f||
Fahtolloo|f||
Mahlamme|f||
Myeahday|f||
Akinday|f||
Juko|f||
Tobolah|f||
Ochume|f||
Hyenah|f||
Ahbayro|f||
Enohday|f||
Icholah|f||
Dadday|f||
Millegbassay|f||
Ahjai|f||
Ahjai|f||
Ahdayballah|f||
Yourbayday|f||
Scharbay|f||
Afonkai|f||
Molloko|f||
Ahjiddo|f||
Edon|f||
Qookattah|f||
Ahfilchakkay|f||
Hyenah|f||
Gogonbee|m||
Ochaw|m||
Oddesoh|m||
Orgegoh|m||
Orchattee|m||
Mahbobejae|m||
Loomannah|m||
Ahjai|m||
Ahrattoo|m||
Ahdaylakoo|m||
Hyenah|m||
Ahpadday|m||
Oquttongboo|m||
Akayboo|m||
Mammadoo|m||
Ochaw|m||
Dayfulloo|m||
Hyenah|m||
Ochaw|m||
Shaddepay|m||
Luddoo|m||
Gemjobee|m||
Laggee|m||
Lookunno|m||
Obeedokong|m||
Ochaw|m||
Ahjibboloo|m||
Chayloo|m||
Ahkaylaylo|m||
Ochaw|m||
Ochaw|m||
Ochaw|m||
Akunno|m||
Ogoombye|m||
Mammahko|m||
Worro|m||
Lookonday|m||
Olugbaylay|m||
Nahsammah|m||
Ambamkey|m||
Howjai|m||
Rahjai|m||
Oloohearree|m||
Ammochah|m||
Holay|m||
Ommojai|m||
Chollojue|m||
Waysonno|m||
Mahmah|m||
Kommy|m||
Hyenah|m||
Wooro|m||
Oqokooloo|m||
Ogokamber|m||
Odowgoh|m||
Ahjai|m||
Fyeboo|m||
Adong|m||
Chofullai|m||
Edow|m||
Showbay|m||
Layjoh|m||
Okuntay|m||
Fuddobee|m||
Odummoko|m||
Ammah|m||
Lomah|m||
Ebayjoh|m||
Wooro|m||
Doso|m||
Olobagga|m||
Oloosuggah|m||
Oluschaygo|m||
Ahday|m||
Ochaw|m||
Ochaw|m||
Ahrayre|m||
Lahhomee|m||
Akayloo|m||
Hyenah|m||
Allahday|m||
Kyerday|m||
Olojo|m||
Logo|m||
Hyenah|m||
Woroo|m||
Mentor|m||
Fahtulloo|m||
Highlah|m||
Chobesee|m||
Tohbassee|m||
Okonossee|m||
Mallewah|m||
Okuntoo|m||
Ochaw|m||
Okooronkai|m||
Ojo|m||
Oppoh|m||
Kyeoday|m||
Ahkittonah|m||
Chuddepye|m||
Faybayne|m||
Ourbay koh|m||
Ahtecolay|m||
Akinbooday|m||
Bamhoo|m||
Adoo|m||
Lumday|m||
Oquahday|m||
Ahbyeomer|m||
Eggai|m||
Ojoe|m||
Pradome|m||
Cumfackman|m||
Bomboo|m||
Yambombo|m||
Chahrombee|f||
Onnekaik|f||
Mahbosarjai|f||
Lagbayloh|f||
Yeayea|f||
Okoorailoo|f||
Labbahloh|f||
Jahyolah|f||
Ogojomba|f||
Ogojomba|f||
Eggai|f||
Oguolah|f||
Pahwahday|f||
Anneolah|f||
Ammahkai|f||
Achaida|f||
Bahsayloo|f||
Hyenah|f||
Sammenoure|f||
Ammenah|f||
Bankailo|f||
Fahchekah|f||
Eyekutto|f||
Afindequa|f||
Finchetah|f||
Paykolah|f||
Akunneday|f||
Kulleykai|f||
Hyenah|f||
Hyenah|f||
Ahrooway|f||
Hyenah|f||
Orokoh|f||
Mahboloo|f||
Lahjayloo|f||
Ageawoh|f||
Highduttie|f||
Toofullay|f||
Soolullahday|f||
Soolallahday's child (8mths)|m||
Ahbayboh|f||
Ahbayboh's child (8mths)|m||
Daykussa|f||
Daykussa's child|m||
Lahkumbee|f||
Ajennay|f||
Yeawonday|f||
Dannaykai|f||
Naykayho|f||
Awah|f||
Bambayfoo|f||
Lammay (pregnant)|f||
Erayjobee|f||
Ahroyea|f||
Ahsultoo|f||
Fuddepay|f||
Farrepay|f||
Hyenah|f||
Fahchahkah|f||
Ochofumbah|f||
Mahbojugoh|f||
Fabbee|f||
Afudday|f||
Mahgilay|f||
Fagbotay|f||
Arokay|f||
Uhchamwahday|f||
Lahbulah|f||
Sahkoahday|f||
Egocoo|f||
Assua|f||
Yambomba (8mths)|m||
Latterago|m||
Omay|m||
Fattekong|m||
Arrahsarree|m||
Ahlackah|m||
Olooagbah|m||
Dresagree|m||
Bonayroomee|m||
Ahkahro|m||
Ahjai|m||
Dahfeeahtoh|m||
Mootaytay|m||
Boreegoh|m||
Weeahtah|m||
Ahgra|m||
Okoombo|m||
Obah|m||
Monalwah|m||
Naygahree|m||
Odeeboo|m||
Ahtonee|m||
Abay|m||
Moreseefoh|m||
Oddoh|m||
Oddoh|m||
Egpennay|m||
Eyebbay|m||
Oddoh|m||
Edow|m||
Aequay|m||
Oseeackah|m||
Oddoh|m||
Adaykoo|m||
Ekofah|m||
Equajai|m||
Lahloosee|m||
Bolloo|m||
Woopah|m||
Sahwoodo|m||
Ahjai|m||
Nahsah|m||
Ahfeeasmee|m||
Ekoko|m||
Nahpockkin|m||
Ahlohroo|m||
Anim|m||
Ozeemaykah|m||
Ahbowway|m||
Ejayboh|m||
Appah|m||
Otommoh|m||
Porrogoo|m||
Iyeabenno|m||
Arreveesah|m||
Boray|m||
Wayway|m||
Jahboo|m||
Eddow|m||
Ahgohdear|m||
Labbah|f||
Ehayjah|f||
Baykeebah (pregnant)|f||
Halfaday|f||
Olugbah|f||
Mackah|f||
Mackah's child (10 mths)|f||
Omaddah|f||
Enorsoh|f||
Elegbahmunday|f||
Loahlye|f||
Mahtoosay|f||
Bonnahfah|f||
Morroo|f||
Sahdugpay|f||
Eyahye|f||
Ahdayroo|f||
Pohjayjucco|f||
Waydor|f||
Chaybaydor|f||
Ohegbay|f||
Mahchaykarrey|f||
Fahlinsoh|f||
Sagboh|f||
Salleybah|f||
Ogaybahroo|f||
Mahsorrah|f||
Ahborrah|f||
Ekunno|f||
Jaykah|m||
Okroo|m||
Crewchay|m||
Seeyah|m||
Tahkoo|m||
Ahchee|m||
Cratchchay|m||
Coco|m||
Cochee|m||
Governor|m||
Seeyaw|m||
Ahgammah|m||
Edye|m||
Forrey|m||
Ahbeay|m||
Cojoe|m||
Cossee|m||
Sackkey|m||
Tayno|m||
Mayjay|m||
Iannahbin|m||
Emear|m||
Sawey|m||
Kohehue|m||
Kohehue|m||
Mahvee|m||
Cavee|m||
Demday|m||
Tahjoe|m||
Yaho|m||
Cuffee|m||
Tay|m||
Vojugbay|m||
Taytay|m||
Digbay|m||
Jayjo|m||
Occo|m||
Isay|m||
Doso|m||
Korree|m||
Yammahkrew|m||
Leeehah|m||
Osoon|m||
Jahhah|m||
Jayhah|m||
Jarrah|m||
Mojtay|m||
Chaychay|m||
Namwonah|m||
Quamin|m||
Cuffee|m||
Moddoh|m||
Aneo|m||
Yahw|m||
Cudjoe|m||
Abettee|m||
Cuffee|m||
Degbay|m||
Coquai|f||
Abblah|f||
Nour|f||
Fever|f||
Bearsah|f||
Ahkahvah|f||
Ahkoah|f||
Mahosee|f||
Tannahvoh|f||
Kossevah|f||
Kossee|f||
Ahfraychee|f||
Queah|f||
Iesse|f||
Dayday|f||
Hossevah|f||
Nochay|f||
Ahgussee|f||
Ahdesah|f||
Ahdesah|f||
Momorko|f||
Cussebah|f||
Korreko|f||
Doyonyow|f||
Cossee (pregnant)|f||
Baydayonho|f||
Queyah|f||
Ahsohyee|f||
Sowayah|f||
Ahvayway|f||
Allegaysee|f||
Ahtaysee|f||
Ahgussee|f||
Ahblaywah|f||
Ahbrah|f||
Powway|f||
Bannah|f||
Dohwommah (pregnant)|f||
Dohwommah's child|f||
Baychayboh|f||
Yesterday (pregnant)|f||
Intolloh|f||
Ahcoah|f||
Ahgooddah|f||
Wootonno|f||
Gahfoy|f||
Ahjugwah|f||
Ambah|f||
Yahwoah|f||
Chaho|f||
Abbah|f||
Obo|f||
Cossey|f||
Banney|f||
Quashie|m||
Nammee|m||
Quashie|m||
Anaw|m||
Cojahbah|m||
Ocrow|m||
Quaw|m||
Dahbah|m||
Forey|m||
Day|m||
Lah|m||
Ocoroo|m||
Omokee|m||
Quay|m||
Ezeeah|m||
Cuffee|m||
Oeojee|m||
Anappay|m||
Nammy|m||
Chaykoo|m||
Wodano|m||
Ottalanenah|m||
Quamin|m||
Mensah|m||
Achuchay|m||
Quaccoe|m||
Quashee|m||
Osamee|m||
Degbay|m||
Quashie|m||
Leechah|m||
Olosoo|m||
Quaw|m||
Okroo|m||
Obonee|m||
Dedday|f||
Lahjue|f||
Abrabbah|f||
Goguay|f||
Dadday|f||
Jebony|f||
Hehemanoe|f||
Sedono|f||
Accojay|f||
Agballa|f||
Daday|f||
Gahtobay|f||
Oboe|f||
Coday|f||
Tazeah|f||
Daday|f||
Quavee|f||
Ahyalavee|f||
Dovee|f||
Ahtobilly|f||
Eccoah|f||
Adjuah|f||
Abiah|f||
Iyekah|f||
Doe|f||
Kollah|f||
Molah|m||
Wokekay|m||
Inobalay|m||
Appaw|m||
Woorah|m||
Okoobah|m||
Warkoh|m||
Bosoh|m||
Imbah|m||
Wockay|m||
Imwaragee|m||
Wogue|m||
Sokody|m||
Oloh|m||
Ozoo|m||
Atonee|m||
Obannaky|m||
Workochay|m||
Oboneby|m||
Bonoby|m||
Obanniko|m||
Okalabo|m||
Yallah|m||
Annoh|m||
Eyea|m||
Tokey|m||
Eseahuah|m||
Cotah|m||
Woarchah|m||
Wombahkay|m||
Chekoanah|m||
Anemechay|m||
Annokah|m||
Imboh|m||
Sindo|m||
Haraloo|m||
Aban|m||
Hatogoh|m||
Woko|m||
Ata|m||
Wanday|m||
Haramo|m||
Harnay|m||
Aban|m||
Abassay|m||
Toway|m||
Apanko|m||
Karo|m||
Aban|m||
Adoo|m||
Okaramo|m||
Kannokay|m||
Aboh|m||
Wochokay|m||
Alay|m||
Wochokay|m||
Argo|m||
Norro|m||
Ennay|m||
Ennen|m||
Oloko|m||
Atah|m||
Akarabo|m||
Allahtah|m||
Leahgee|m||
Harahfoh|m||
Herahfoh|m||
Herokoh|m||
Hammahuo|m||
Alee|f||
Guammoh|f||
Iyea|f||
Inganay|f||
Gerahcho|f||
Easay|f||
Olee|f||
Nandomah|f||
Olay|f||
Oloo|f||
Hozarko|f||
Ebaybay|f||
Ababeah|f||
Adah|f||
Beahko|f||
Joalue|f||
Bibby|f||
Indomah|f||
Bibbay|f||
Bibbay|f||
Ejahko|f||
Abako|f||
Jahrahsee|f||
Adochaywah|f||
Wannahchah|f||
Wogo|f||
Akammah|f||
Bovee|f||
Attahno|f||
Abachay|f||
Bokoo|f||
Ojambay|f||
Aneahfoo|f||
Adooko|f||
Abuachah|f||
Oleah|f||
Wahnolay|f||
Wannenah|f||
Nannoh|f||
Bibby|f||
Adonwah|f||
Afoko|f||
Bolee|f||
Nahchah|f||
Attah|f||
Namah|f||
Aboh|f||
Bakay|f||
Mochah|f||
Okapah|f||
Chaboh|f||
Cojugo|m||
Daggellah|m||
Boyei|m||
Edow|m||
Akkaunouree|m||
Kanjahbee|m||
Boyoh|m||
Bahkolay|m||
Oboso|m||
Dosahoee|m||
Woro|m||
Beeako|m||
Ochoaru|m||
Torno|m||
Addam|m||
Korso|m||
Korso|m||
Bosah|m||
Mahhamma|m||
Maddechay|m||
Fayno|m||
Kodono|m||
Nokomoh|m||
Boyer|m||
Loahmee|m||
Jambah|m||
Codjoutaikey|m||
Feddeyoh|m||
Kosso|m||
Gusso|m||
Edayko|m||
Zahko|m||
Bosahvee|m||
Ahwejah|m||
Balloo|m||
Quircahtee|m||
Ahwo|m||
Sokullo|m||
Bokoh|m||
Ahbuckey|m||
Yaddahkoh|m||
Ahjannno|m||
Wageee|m||
Lahwomee|m||
Ibooddo|m||
Bookoh|m||
Dahvee|m||
Boosoo|m||
Boosoo|m||
Abetto|m||
Oluyah|m||
Bayyou|m||
Wahsabbee|m||
Mommoh|m||
Ahbombo|m||
Ahdallahko|m||
Barrah|m||
Ahjayomee|m||
Somah|m||
Edeesah|m||
Veeday|m||
Gussoo|m||
Woeroo|m||
Addammah|m||
Sayvee|m||
Booso|m||
Basso|m||
Saychey|m||
Samwah|m||
Ohollahkah|m||
Wookalay|m||
Jenno|m||
Doso|m||
Bookarree|m||
Sah|m||
Mohchollo|m||
Oloobackey|m||
Ajhah|m||
Addo|m||
Ahkommay|m||
Ojugballay|m||
Edow|m||
Pardonnee|m||
Bankollay|m||
Dohso|m||
Tugbag|m||
Ahwoko|m||
Roballo|m||
Orromoko|m||
Boosah|m||
Affabaney|m||
Mofullayvee|m||
Ollahko|m||
Gusso|m||
Taytay|m||
Olujohbee|m||
Dosahvee|m||
Dooso|m||
Saymonno|m||
Jahjay|m||
Wahso|m||
Nahgo|m||
Loulay|m||
Ahyawoh|m||
Kojeekah|m||
Ilyeloo|m||
Barremarko|m||
Daysah|m||
Nofye|m||
Indayo|m||
Doyoh|m||
Kosso|m||
Ahbosso|m||
Hahgee|m||
Ahgonday|m||
Wossoo|m||
Zayzo|m||
Dayahvee|m||
Ahkosso|m||
Saykonno|m||
Doosayvee|m||
Booso|m||
Boyoh|m||
Dojee|m||
Doahvee|m||
Booso|m||
Boovia|m||
Tyesay|m||
Booso|m||
Kosso|m||
Kahko|m||
Honor|m||
Ollelattah|m||
Iyamee|m||
Asong|m||
Gromah|m||
Edow|m||
Ahdaykambee|m||
Darray|m||
Dorkong|m||
Ahbarreshe|m||
Lolleyway|m||
Opebbey|m||
Jahhah|m||
Sofullayway|m||
Sollahday|m||
Allee|m||
Sahno|m||
Sommoh|m||
Ackayboo|m||
Waybee|m||
Akowlah|m||
Amdambarko|m||
Aksharko|m||
Sagbee|m||
Sagbay|m||
Kossay|m||
Okonno|m||
Achom|m||
Ahgusso|m||
Tahbugga|m||
Ahkong|m||
Booo|m||
Noobye|m||
Ahgamo|m||
Mammah|m||
Olottong|m||
Ozogbah|m||
Owahlo|m||
Locko|m||
Konno|m||
Daddah|m||
Ellaybackok|m||
Dosommo|m||
Ogotallah|m||
Odolammee|m||
Sahno|m||
Hollahjah|m||
Ahjinbah|m||
Ohdonjo|m||
Borkoh|m||
Bosay|f||
Doquay|f||
Dobosay|f||
Coyvay|f||
Fahvey|f||
Lufah|f||
Brahah|f||
Boyvee|f||
Coyvee|f||
Gosavee|f||
Monoday|f||
Daysavee|f||
Nesahsay|f||
Wahnembahsay|f||
Chalasee|f||
Nokakay|f||
Boyvee|f||
Madonay|f||
Noneah|f||
Bojoe|f||
Maybay|f||
Boyvee|f||
Ingossee|f||
Coyvee|f||
Coyong|f||
Annesahrenah|f||
Bogbay|f||
Wahkay|f||
Domay|f||
Boyvee|f||
Zolakay|f||
Boyvee|f||
Babbah|f||
Veday|f||
Bahnay|f||
Siotay|f||
Lubah|f||
Allubah|f||
Bayhosay|f||
Bahmay|f||
Covahno|f||
Abrah|f||
Apay|f||
Bahdoo|f||
Sah|f||
Daday|f||
Mahkissee|f||
Bahlay|f||
Solebay|f||
Boquay|f||
Mahkissee|f||
Boyvee|f||
Zekay|f||
Dayah|f||
Baylue|f||
Bahsee|f||
Bosay|f||
Hendayah|f||
Bojah|f||
Mahkissee|f||
Bojoh|f||
Mahkissee|f||
Bahay|f||
Tessee|f||
Unsah|f||
Owah|f||
Henday|f||
Guahvee|f||
Dahvee|f||
Akoyvee|f||
Bojoe|f||
Coyvee|f||
Bojovee|f||
Bojovee|f||
Mayno|f||
Boyvee|f||
Cocoa|f||
Nuah|f||
Jahvosee|f||
Ahgohee|f||
Egballah|f||
Dolay|f||
Bojoh|f||
Boquay|f||
Luboy|f||
Nokay|f||
Kissey|f||
Sekay|f||
Fahbee|f||
Lahgebay|f||
Lumoe|f||
Lassah|f||
Lahbolloh|f||
Owanue|f||
Oboe|f||
Deyoh|f||
Lahfeday|f||
Wakoe|f||
Betah|f||
Kissee|f||
Kissee Child|m||
Guah|f||
Guah Child|m||
Bullay|f||
Bullay Child (4 mths)|f||
Yahbah|f||
Yahbah Child|f||
Hussay|f||
Hussay Child|f||
Sosay|f||
Sosay Child (18 mths)|f||
Varafoh|f||
Varafoh Child (2 mths)|f||
Coyee|f||
Coyee Child (2 mths)|f||
Ahkayee|f||
Ahkayee Child (4 mths)|f||
Nayjah|f||
Nayjah Child (2 mths)|m||
Acocoa|f||
Acocoa Child|f||
Jubalay|f||
Jubalay Child (8 mths)|f||
Goguday|f||
Quahjumay|f||
Ahlubah|f||
Ahlahjay|f||
Lajay|f||
Lajay Child|f||
Lahbah|f||
Koyah|f||
Koyah Child (18 mths)|m||
Ballay|f||
Ballay Child (9 mths)|f||
Ballay|f||
Doe|f||
Doe Child (15 mths)|f||
Polowah|f||
Mallayah|f||
